"Year","Subregion","subregion.code","Species","date","present"
1980,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1980-01-01,4
1981,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1981-01-01,5
1982,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1982-01-01,6
1983,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1983-01-01,7
1984,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1984-01-01,8
1985,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1985-01-01,9
1986,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1986-01-01,10
1987,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1987-01-01,11
1988,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1988-01-01,12
1989,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1989-01-01,13
1990,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1990-01-01,14
1991,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1991-01-01,15
1992,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1992-01-01,16
1993,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1993-01-01,17
1994,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1994-01-01,18
1995,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1995-01-01,19
1996,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1996-01-01,20
1997,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1997-01-01,21
1998,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1998-01-01,22
1999,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",1999-01-01,23
2000,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2000-01-01,24
2001,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2001-01-01,25
2002,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2002-01-01,26
2003,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2003-01-01,27
2004,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2004-01-01,28
2005,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2005-01-01,29
2006,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2006-01-01,30
2007,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2007-01-01,31
2008,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2008-01-01,32
2009,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2009-01-01,33
2010,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2010-01-01,34
2011,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2011-01-01,35
2012,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2012-01-01,36
2013,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2013-01-01,37
2014,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2014-01-01,38
2015,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2015-01-01,39
2016,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2016-01-01,40
2017,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2017-01-01,41
2018,"Western Mediterranean Sea","MWE","Sphaeroma walkeri Stebbing, 1905",2018-01-01,42
1971,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1971-01-01,NA
1972,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1972-01-01,NA
1973,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1973-01-01,NA
1974,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1974-01-01,NA
1975,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1975-01-01,NA
1976,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1976-01-01,NA
1977,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1977-01-01,NA
1978,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1978-01-01,NA
1979,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1979-01-01,1
1980,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1980-01-01,2
1981,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1981-01-01,3
1982,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1982-01-01,4
1983,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1983-01-01,5
1984,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1984-01-01,6
1985,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1985-01-01,7
1986,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1986-01-01,8
1987,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1987-01-01,9
1988,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1988-01-01,10
1989,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1989-01-01,11
1990,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1990-01-01,12
1991,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1991-01-01,13
1992,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1992-01-01,14
1993,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1993-01-01,15
1994,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1994-01-01,16
1995,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1995-01-01,17
1996,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1996-01-01,18
1997,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1997-01-01,19
1998,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1998-01-01,20
1999,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",1999-01-01,21
2000,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2000-01-01,22
2001,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2001-01-01,23
2002,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2002-01-01,24
2003,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2003-01-01,25
2004,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2004-01-01,26
2005,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2005-01-01,27
2006,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2006-01-01,28
2007,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2007-01-01,29
2008,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2008-01-01,30
2009,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2009-01-01,31
2010,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2010-01-01,32
2011,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2011-01-01,33
2012,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2012-01-01,34
2013,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2013-01-01,35
2014,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2014-01-01,36
2015,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2015-01-01,37
2016,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2016-01-01,38
2017,"Bay of Biscay & Iberian Coast","ABI","Styela clava Herdmann, 1881",2017-01-01,39
1971,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1971-01-01,1
1972,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1972-01-01,2
1973,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1973-01-01,3
1974,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1974-01-01,4
1975,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1975-01-01,5
1976,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1976-01-01,6
1977,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1977-01-01,7
1978,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1978-01-01,8
1979,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1979-01-01,9
1980,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1980-01-01,10
1981,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1981-01-01,11
1982,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1982-01-01,12
1983,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1983-01-01,13
1984,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1984-01-01,14
1985,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1985-01-01,15
1986,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1986-01-01,16
1987,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1987-01-01,17
1988,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1988-01-01,18
1989,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1989-01-01,19
1990,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1990-01-01,20
1991,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1991-01-01,21
1992,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1992-01-01,22
1993,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1993-01-01,23
1994,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1994-01-01,24
1995,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1995-01-01,25
1996,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1996-01-01,26
1997,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1997-01-01,27
1998,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1998-01-01,28
1999,"Celtic Seas","ACS","Styela clava Herdmann, 1881",1999-01-01,29
2000,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2000-01-01,30
2001,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2001-01-01,31
2002,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2002-01-01,32
2003,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2003-01-01,33
2004,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2004-01-01,34
2005,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2005-01-01,35
2006,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2006-01-01,36
2007,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2007-01-01,37
2008,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2008-01-01,38
2009,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2009-01-01,39
2010,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2010-01-01,40
2011,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2011-01-01,41
2012,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2012-01-01,42
2013,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2013-01-01,43
2014,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2014-01-01,44
2015,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2015-01-01,45
2016,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2016-01-01,46
2017,"Celtic Seas","ACS","Styela clava Herdmann, 1881",2017-01-01,47
1971,"Macaronesia","AMA","Styela clava Herdmann, 1881",1971-01-01,NA
1972,"Macaronesia","AMA","Styela clava Herdmann, 1881",1972-01-01,NA
1973,"Macaronesia","AMA","Styela clava Herdmann, 1881",1973-01-01,NA
1974,"Macaronesia","AMA","Styela clava Herdmann, 1881",1974-01-01,NA
1975,"Macaronesia","AMA","Styela clava Herdmann, 1881",1975-01-01,NA
1976,"Macaronesia","AMA","Styela clava Herdmann, 1881",1976-01-01,NA
1977,"Macaronesia","AMA","Styela clava Herdmann, 1881",1977-01-01,NA
1978,"Macaronesia","AMA","Styela clava Herdmann, 1881",1978-01-01,NA
1979,"Macaronesia","AMA","Styela clava Herdmann, 1881",1979-01-01,NA
1980,"Macaronesia","AMA","Styela clava Herdmann, 1881",1980-01-01,NA
1981,"Macaronesia","AMA","Styela clava Herdmann, 1881",1981-01-01,NA
1982,"Macaronesia","AMA","Styela clava Herdmann, 1881",1982-01-01,NA
1983,"Macaronesia","AMA","Styela clava Herdmann, 1881",1983-01-01,NA
1984,"Macaronesia","AMA","Styela clava Herdmann, 1881",1984-01-01,NA
1985,"Macaronesia","AMA","Styela clava Herdmann, 1881",1985-01-01,NA
1986,"Macaronesia","AMA","Styela clava Herdmann, 1881",1986-01-01,NA
1987,"Macaronesia","AMA","Styela clava Herdmann, 1881",1987-01-01,NA
1988,"Macaronesia","AMA","Styela clava Herdmann, 1881",1988-01-01,NA
1989,"Macaronesia","AMA","Styela clava Herdmann, 1881",1989-01-01,NA
1990,"Macaronesia","AMA","Styela clava Herdmann, 1881",1990-01-01,NA
1991,"Macaronesia","AMA","Styela clava Herdmann, 1881",1991-01-01,NA
1992,"Macaronesia","AMA","Styela clava Herdmann, 1881",1992-01-01,NA
1993,"Macaronesia","AMA","Styela clava Herdmann, 1881",1993-01-01,NA
1994,"Macaronesia","AMA","Styela clava Herdmann, 1881",1994-01-01,NA
1995,"Macaronesia","AMA","Styela clava Herdmann, 1881",1995-01-01,NA
1996,"Macaronesia","AMA","Styela clava Herdmann, 1881",1996-01-01,NA
1997,"Macaronesia","AMA","Styela clava Herdmann, 1881",1997-01-01,NA
1998,"Macaronesia","AMA","Styela clava Herdmann, 1881",1998-01-01,NA
1999,"Macaronesia","AMA","Styela clava Herdmann, 1881",1999-01-01,NA
2000,"Macaronesia","AMA","Styela clava Herdmann, 1881",2000-01-01,NA
2001,"Macaronesia","AMA","Styela clava Herdmann, 1881",2001-01-01,NA
2002,"Macaronesia","AMA","Styela clava Herdmann, 1881",2002-01-01,NA
2003,"Macaronesia","AMA","Styela clava Herdmann, 1881",2003-01-01,NA
2004,"Macaronesia","AMA","Styela clava Herdmann, 1881",2004-01-01,NA
2005,"Macaronesia","AMA","Styela clava Herdmann, 1881",2005-01-01,NA
2006,"Macaronesia","AMA","Styela clava Herdmann, 1881",2006-01-01,NA
2007,"Macaronesia","AMA","Styela clava Herdmann, 1881",2007-01-01,NA
2008,"Macaronesia","AMA","Styela clava Herdmann, 1881",2008-01-01,NA
2009,"Macaronesia","AMA","Styela clava Herdmann, 1881",2009-01-01,NA
2010,"Macaronesia","AMA","Styela clava Herdmann, 1881",2010-01-01,NA
2011,"Macaronesia","AMA","Styela clava Herdmann, 1881",2011-01-01,NA
2012,"Macaronesia","AMA","Styela clava Herdmann, 1881",2012-01-01,NA
2013,"Macaronesia","AMA","Styela clava Herdmann, 1881",2013-01-01,NA
2014,"Macaronesia","AMA","Styela clava Herdmann, 1881",2014-01-01,1
2015,"Macaronesia","AMA","Styela clava Herdmann, 1881",2015-01-01,2
2016,"Macaronesia","AMA","Styela clava Herdmann, 1881",2016-01-01,3
2017,"Macaronesia","AMA","Styela clava Herdmann, 1881",2017-01-01,4
1971,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1971-01-01,NA
1972,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1972-01-01,NA
1973,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1973-01-01,NA
1974,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1974-01-01,NA
1975,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1975-01-01,NA
1976,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1976-01-01,NA
1977,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1977-01-01,NA
1978,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1978-01-01,NA
1979,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1979-01-01,NA
1980,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1980-01-01,NA
1981,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1981-01-01,NA
1982,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1982-01-01,NA
1983,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1983-01-01,NA
1984,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1984-01-01,NA
1985,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1985-01-01,NA
1986,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1986-01-01,NA
1987,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1987-01-01,NA
1988,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1988-01-01,NA
1989,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1989-01-01,NA
1990,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1990-01-01,NA
1991,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1991-01-01,NA
1992,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1992-01-01,NA
1993,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1993-01-01,NA
1994,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1994-01-01,NA
1995,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1995-01-01,NA
1996,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1996-01-01,NA
1997,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1997-01-01,NA
1998,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1998-01-01,NA
1999,"Baltic Sea","BAL","Styela clava Herdmann, 1881",1999-01-01,NA
2000,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2000-01-01,NA
2001,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2001-01-01,NA
2002,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2002-01-01,NA
2003,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2003-01-01,NA
2004,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2004-01-01,NA
2005,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2005-01-01,NA
2006,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2006-01-01,NA
2007,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2007-01-01,NA
2008,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2008-01-01,NA
2009,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2009-01-01,NA
2010,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2010-01-01,NA
2011,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2011-01-01,NA
2012,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2012-01-01,NA
2013,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2013-01-01,NA
2014,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2014-01-01,NA
2015,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2015-01-01,NA
2016,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2016-01-01,NA
2017,"Baltic Sea","BAL","Styela clava Herdmann, 1881",2017-01-01,1
1971,"Black Sea","BLK","Styela clava Herdmann, 1881",1971-01-01,NA
1972,"Black Sea","BLK","Styela clava Herdmann, 1881",1972-01-01,NA
1973,"Black Sea","BLK","Styela clava Herdmann, 1881",1973-01-01,NA
1974,"Black Sea","BLK","Styela clava Herdmann, 1881",1974-01-01,NA
1975,"Black Sea","BLK","Styela clava Herdmann, 1881",1975-01-01,NA
1976,"Black Sea","BLK","Styela clava Herdmann, 1881",1976-01-01,NA
1977,"Black Sea","BLK","Styela clava Herdmann, 1881",1977-01-01,NA
1978,"Black Sea","BLK","Styela clava Herdmann, 1881",1978-01-01,NA
1979,"Black Sea","BLK","Styela clava Herdmann, 1881",1979-01-01,NA
1980,"Black Sea","BLK","Styela clava Herdmann, 1881",1980-01-01,NA
1981,"Black Sea","BLK","Styela clava Herdmann, 1881",1981-01-01,NA
1982,"Black Sea","BLK","Styela clava Herdmann, 1881",1982-01-01,NA
1983,"Black Sea","BLK","Styela clava Herdmann, 1881",1983-01-01,NA
1984,"Black Sea","BLK","Styela clava Herdmann, 1881",1984-01-01,NA
1985,"Black Sea","BLK","Styela clava Herdmann, 1881",1985-01-01,NA
1986,"Black Sea","BLK","Styela clava Herdmann, 1881",1986-01-01,NA
1987,"Black Sea","BLK","Styela clava Herdmann, 1881",1987-01-01,NA
1988,"Black Sea","BLK","Styela clava Herdmann, 1881",1988-01-01,NA
1989,"Black Sea","BLK","Styela clava Herdmann, 1881",1989-01-01,NA
1990,"Black Sea","BLK","Styela clava Herdmann, 1881",1990-01-01,NA
1991,"Black Sea","BLK","Styela clava Herdmann, 1881",1991-01-01,NA
1992,"Black Sea","BLK","Styela clava Herdmann, 1881",1992-01-01,NA
1993,"Black Sea","BLK","Styela clava Herdmann, 1881",1993-01-01,NA
1994,"Black Sea","BLK","Styela clava Herdmann, 1881",1994-01-01,NA
1995,"Black Sea","BLK","Styela clava Herdmann, 1881",1995-01-01,NA
1996,"Black Sea","BLK","Styela clava Herdmann, 1881",1996-01-01,NA
1997,"Black Sea","BLK","Styela clava Herdmann, 1881",1997-01-01,NA
1998,"Black Sea","BLK","Styela clava Herdmann, 1881",1998-01-01,NA
1999,"Black Sea","BLK","Styela clava Herdmann, 1881",1999-01-01,NA
2000,"Black Sea","BLK","Styela clava Herdmann, 1881",2000-01-01,NA
2001,"Black Sea","BLK","Styela clava Herdmann, 1881",2001-01-01,NA
2002,"Black Sea","BLK","Styela clava Herdmann, 1881",2002-01-01,1
2003,"Black Sea","BLK","Styela clava Herdmann, 1881",2003-01-01,2
2004,"Black Sea","BLK","Styela clava Herdmann, 1881",2004-01-01,3
2005,"Black Sea","BLK","Styela clava Herdmann, 1881",2005-01-01,4
2006,"Black Sea","BLK","Styela clava Herdmann, 1881",2006-01-01,5
2007,"Black Sea","BLK","Styela clava Herdmann, 1881",2007-01-01,6
2008,"Black Sea","BLK","Styela clava Herdmann, 1881",2008-01-01,7
2009,"Black Sea","BLK","Styela clava Herdmann, 1881",2009-01-01,8
2010,"Black Sea","BLK","Styela clava Herdmann, 1881",2010-01-01,9
2011,"Black Sea","BLK","Styela clava Herdmann, 1881",2011-01-01,10
2012,"Black Sea","BLK","Styela clava Herdmann, 1881",2012-01-01,11
2013,"Black Sea","BLK","Styela clava Herdmann, 1881",2013-01-01,12
2014,"Black Sea","BLK","Styela clava Herdmann, 1881",2014-01-01,13
2015,"Black Sea","BLK","Styela clava Herdmann, 1881",2015-01-01,14
2016,"Black Sea","BLK","Styela clava Herdmann, 1881",2016-01-01,15
2017,"Black Sea","BLK","Styela clava Herdmann, 1881",2017-01-01,16
1971,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1971-01-01,NA
1972,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1972-01-01,NA
1973,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1973-01-01,NA
1974,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1974-01-01,NA
1975,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1975-01-01,NA
1976,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1976-01-01,NA
1977,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1977-01-01,NA
1978,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1978-01-01,NA
1979,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1979-01-01,NA
1980,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1980-01-01,NA
1981,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1981-01-01,NA
1982,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1982-01-01,NA
1983,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1983-01-01,NA
1984,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1984-01-01,NA
1985,"Western Mediterranean Sea","MWE","Styela clava Herdmann, 1881",1985-01-01,NA
